,acc,loss,val_acc,val_loss
0,0.4612972023622886,2.01511498205546,0.6407329528386903,1.1781860697409097
1,0.606322920594606,1.166828845326746,0.6245118654250525,1.339733086609203
2,0.6480993601806548,1.0419719851446219,0.6978071492940823,1.194861187863973
3,0.6710575837448002,0.9806302072053392,0.6911985581255632,1.119488148117753
4,0.6817212395006405,0.9537364703964939,0.7326524481826374,0.9157839173775029
5,0.6807176013047297,0.9363621199629026,0.6758786422349053,1.2079299771237908
6,0.6937648977618373,0.9103451990719318,0.6981075398017422,1.1862213956088625
7,0.704679463057308,0.8775435406745056,0.7509762691498949,0.932597524650142
8,0.6995358173415885,0.8860864911470041,0.7053169119855812,1.1387229540141075
9,0.7063103751135118,0.8571464723482468,0.7134274556924001,1.0334675584909399
10,0.7099485635465816,0.8528660945440083,0.7470711925503154,0.9294594654667374
11,0.7197340358875429,0.8351170719380272,0.7080204265545209,1.2084986127937618
12,0.7270104127536827,0.8161479601625546,0.7539801742264944,1.0740261562388123
13,0.7229958599999504,0.829563917277404,0.7518774406728748,0.987289378567232
14,0.7285158700325934,0.8200731551597834,0.7365575247822169,1.1433567807848262
15,0.7327813323296951,0.792206906757243,0.7296485431060379,1.0857455291073401
16,0.7275122318478993,0.8057168296747085,0.7455692400120156,1.0123180364993816
17,0.7275122318441604,0.7969881207173359,0.7302493241213578,1.0491023458289774
18,0.7278885961685616,0.79863519227246,0.7626914989486332,0.8899226896252207
19,0.7398067996487266,0.7691393880454678,0.7741063382397116,0.8942873366300177
20,0.7415631664822233,0.7737819844200925,0.735055572243917,0.9821948772176012
21,0.7359177016722873,0.7756289676357102,0.7590868128567138,0.8900889743172073
22,0.7428177142140259,0.7801181504764845,0.756683688795434,0.9519985279295534
23,0.7460795383301722,0.7635109810439724,0.7305497146290177,1.0786300091171952
24,0.7391795257884336,0.7776777343339625,0.7374586963051968,1.0866404193483985
25,0.745201354919032,0.7530131519566126,0.7623911084409732,0.9389939875744527
26,0.7475849956128218,0.7504794746880369,0.7723039951937519,0.902690879192643
27,0.7445740810512614,0.7578005584326282,0.7629918894562931,0.929652805674335
28,0.7492159076652867,0.748050295754009,0.7440672874737159,1.1023258419859048
29,0.7593777443306492,0.7329853992213301,0.7665965755482127,0.9149788560792826
30,0.7515995483665541,0.741977888276176,0.7563832982877741,1.0096900982327075
31,0.7518504579174011,0.7496752002026562,0.7272454190447581,1.2411671373786135
