,acc,loss,val_acc,val_loss
0,0.5042047869937718,1.6696394310014304,0.5656654243274781,1.603234658192135
1,0.6287773773246282,1.0981317509808146,0.6983117737861037,1.078396051161594
2,0.6578874410977922,1.0144136553385288,0.6619162464894581,1.1648800412543743
3,0.6760003696529804,0.9531078952020444,0.7119052839943046,1.021740762059873
4,0.6846871823361615,0.9266819209975815,0.6945845209775957,1.2253409379721996
5,0.688660937077831,0.9130824217899,0.7165095374866997,0.9920266372439789
6,0.7056649108325672,0.8798195053056873,0.6864722649326086,1.2965436831191819
7,0.7020608076942616,0.877597474410721,0.6985310239636096,1.019650508034415
8,0.7100083171720921,0.8484639153221863,0.6529269897736523,1.3621029050379985
9,0.7201737362590892,0.846205273922507,0.7116860338037303,1.1198362443066041
10,0.7133351815927272,0.8409375551061768,0.6928305196751631,1.179291161181921
11,0.7164772202309592,0.834275832029469,0.7140977856386809,1.0572404288011956
12,0.7194344330578698,0.8298319341316537,0.7013812760424912,1.1709493583975275
13,0.7301543295499127,0.812359816160388,0.6978732735095017,1.1623537172954403
14,0.7273819425219298,0.8081893808530379,0.7143170358161868,1.037489271378261
15,0.7287681360345442,0.8004356419662265,0.7022582767590492,1.2600724768204743
16,0.7259957490120695,0.8053173444570956,0.6998465249371669,1.0726626238078565
17,0.729877090852898,0.7959725681398704,0.6941460207140621,1.0717722233960671
18,0.7336660197818691,0.7894059099658405,0.7287875466690699,1.0477305560539596
19,0.7354218648978472,0.7790007428699451,0.7347073011088857,1.1316718423975531
20,0.7330191294704741,0.788526685117144,0.7147555361189254,1.0426759361123024
21,0.7352370391016735,0.7726419659278252,0.7143170357900501,1.2233189108392122
22,0.7390259680306446,0.7710222254541068,0.6928305197012997,1.3179619224205845
23,0.7391183809314855,0.7722320203176984,0.7224292918742422,1.1302433282600843
24,0.7393032067304133,0.7743780917220631,0.7239640430253056,1.120932503165814
25,0.7476203678143618,0.7600328037869015,0.7176057882696828,1.178734237571161
26,0.7453100452850755,0.7674565312161968,0.6923920193593561,1.3753791284571613
27,0.7420755937639044,0.7686756502159774,0.7022582767198442,1.1760047644056582
28,0.739765271233241,0.7693716532288852,0.6972155229639155,1.390842458026186
29,0.7474355420071717,0.761413062828414,0.7009427757332184,1.3549749355871827
30,0.7454024581941788,0.7656493237571392,0.6785792589409784,1.4169338882243887
31,0.751409296748841,0.7431354003278223,0.7018197764563106,1.4001923541545973
32,0.75057758063301,0.7433441944510535,0.7158517869541818,1.305427224038594
33,0.7493762129220777,0.7539160497064522,0.7116860338690719,1.3432818323184303
34,0.754736161168099,0.7662962820071432,0.6921727691949184,1.4260722320740016
35,0.7534423805618339,0.7418474512987707,0.720236790269071,1.119892906238311
36,0.7539968579627485,0.7257471392615402,0.7070817803766769,1.3571614653518969
37,0.7523334257572506,0.7339679979262296,0.7077395308569214,1.194056964500827
38,0.7536272063593846,0.7402968014490692,0.7079587810736323,1.481085669338324
39,0.7503003419387496,0.7429724612184025,0.6956807718389888,1.6566487875091378
40,0.7498382774290365,0.7592557682676838,0.6967770226611769,1.487118517926481
41,0.7509472322336198,0.7460473614307023,0.7097127823499284,1.2603099600209189
42,0.759171980408465,0.7221083615989763,0.7051085289228749,1.4755674956582456
43,0.7611126513371416,0.7267772596607961,0.7154132866253066,1.4510493235377935
44,0.7592643933203225,0.7342915193021722,0.6969962727994778,1.5369516628872169
45,0.752610664448757,0.7456858151694474,0.6994080246082918,1.5589589963903345
46,0.7556602901875251,0.7405156364128931,0.7024775269365551,1.3989848928136852
47,0.7564920062895855,0.729075199965463,0.7160710371055511,1.6517749120467222
48,0.7521485999555687,0.7406759792418128,0.6985310239374729,1.634284406710915
49,0.7605581739210794,0.7240388766557692,0.687787765945371,1.6243687300168743
50,0.7609278255354597,0.7277809299632567,0.7215522912164917,1.4959499929798614
51,0.7581554385047228,0.736647552669891,0.7020390265554065,1.5625586330015078
52,0.7637926254505129,0.724681098939156,0.6985310239636096,1.6834194007293093
53,0.7636077996515851,0.7268848598317357,0.7182635388022006,1.6437811340529833
54,0.7622216061362166,0.7281230501345164,0.7000657750885363,1.5397874394860924
55,0.7581554385019686,0.7367371326893714,0.6994080246344284,1.5989209434437768
56,0.761574715833084,0.7216861453693969,0.723525542683362,1.3104453342338842
