,acc,loss,val_acc,val_loss
0,0.7800777819596035,0.6521644934165015,0.7623911084409732,0.7735113484374272
1,0.8080541964621754,0.5718968297812769,0.7650946230099129,0.7473664379005284
2,0.8216033120097607,0.5318182301841347,0.7662961850405527,0.7470921154457658
3,0.8272487768234356,0.5099867134407703,0.7608891559026735,0.7518203723991049
4,0.8419269853217914,0.465719315349465,0.7741063382397116,0.7294284583656322
5,0.8507088194705809,0.4522102137436578,0.7831180534695104,0.7115508451516223
6,0.8534688244962495,0.4408210060435247,0.7765094623009913,0.7188297221165729
7,0.8589888345251537,0.4179040436152607,0.7810153199158907,0.7137157260312998
8,0.8635052063805801,0.3906648844058025,0.7873235205767498,0.6790667278140626
9,0.8635052063805801,0.39904519634793595,0.7933313307299489,0.6678478251120143
10,0.8712834023409365,0.376405152005124,0.7903274256533493,0.6713500100695163
11,0.8775561410186432,0.3617819280774542,0.7918293781916491,0.6935806843872077
12,0.8843306987905664,0.34847058098014994,0.7981375788525082,0.6700856133100327
13,0.8838288796888721,0.34227809498397127,0.8017422649444278,0.6642029156879873
14,0.8875925228954962,0.3265788942863346,0.7963352358065485,0.6730302696553534
15,0.8882197967632668,0.3190940689249262,0.8041453890057074,0.6594572536363084
16,0.8929870781658016,0.31003210841001705,0.807149294082307,0.6377162634341629
17,0.8938652615732029,0.31516607590846923,0.8044457795133674,0.6322326568842436
18,0.8973779952364574,0.29822839842343957,0.807149294082307,0.632573826494214
19,0.9075398318943423,0.2801449095166443,0.806848903574647,0.6334887185534331
20,0.9021452766352533,0.2860646196865943,0.8083508561129469,0.6411340134741487
21,0.9061598293889856,0.27349362768473046,0.8092520276359267,0.6425468371271836
22,0.9081671057583741,0.27353774880977066,0.7957344547912286,0.6778612001436757
23,0.909045289173253,0.2546182350931929,0.8056473415440072,0.6478963188690515
24,0.9160707564997622,0.2512708464166538,0.7993391408831481,0.6436609418659319
25,0.9179525780955965,0.2417037246341972,0.7957344547912286,0.658310585424615
26,0.9173253042315647,0.2408834264876926,0.8092520276359267,0.6583403662612539
27,0.919583490159278,0.24221299981071903,0.8056473415440072,0.6665876037649615
28,0.9189562162915073,0.23520585252251325,0.8152598377891259,0.6290688957987824
29,0.9220925856303607,0.2263937418051966,0.8077500750976269,0.6602219954092748
30,0.9264835026972776,0.22332095555104003,0.8050465605286873,0.647372314273935
31,0.9309998745527042,0.21108273722688461,0.8086512466206068,0.6401132455134255
32,0.9273616861196342,0.21347304279450385,0.8092520276359267,0.6491368896923523
33,0.9322544222882455,0.19886455966902564,0.8041453890057074,0.6587859522344275
34,0.9328816961485384,0.19701585968788804,0.7987383598678282,0.6466052824042158
35,0.9345126082122199,0.1888868024486503,0.7972364073295284,0.6724955955311571
36,0.9353907916233599,0.18891430071614315,0.8032442174827276,0.6514038286183323
37,0.9391544348262452,0.18107293436277797,0.8104535896665666,0.6305720509441453
38,0.9402835277882323,0.17468844018778407,0.8080504656052869,0.6398583242601632
39,0.9402835277919712,0.18052453467424473,0.806548513066987,0.6260367014279467
40,0.9441726257758882,0.17341293775740688,0.7987383598678282,0.6678231636945775
41,0.9427926232667927,0.16953600215696507,0.8179633523580655,0.6137690282904852
42,0.94028352779571,0.17238756427650034,0.8020426554520877,0.6590294089536475
43,0.9454271735114295,0.16782671663306795,0.8044457795133674,0.6680217243128977
44,0.943670806674194,0.16400335784270106,0.8047461700210273,0.648189908106716
45,0.946556266465939,0.15406611523825944,0.8089516371282668,0.6673190684591276
46,0.9532053694643081,0.14430278788898254,0.8026434364674077,0.6586309132941424
47,0.9515744574118432,0.15136235921344918,0.8107539801742265,0.6577581022596102
48,0.955338100622206,0.13720570203127638,0.8134574947431661,0.6351092323665327
49,0.9538326433320787,0.13777367704167165,0.8113547611895464,0.647943406658144
50,0.9508217287742573,0.1404799057390172,0.8107539801742265,0.6342919066203683
51,0.9543344624300342,0.13399455930489457,0.8131571042355061,0.6374742355243549
52,0.9542090076527412,0.13853124048027604,0.8113547611895464,0.6537866038436753
53,0.9567181031313016,0.1283629987103295,0.8101531991589066,0.6526421215055082
54,0.9585999247271358,0.1272713468927554,0.8113547611895464,0.6387137790169243
55,0.9613599297528045,0.12189387127695382,0.8098528086512466,0.6555073178578131
56,0.9568435579011169,0.1266488413479618,0.8086512466206068,0.6749112152612828
57,0.9585999247346135,0.11945208613628157,0.8146590567738059,0.6560251923033463
58,0.9609835654246645,0.11647388249871243,0.8089516371282668,0.6818037819096046
59,0.9614853845263587,0.11842157193609708,0.8131571042355061,0.6850141398933207
60,0.9661272111403839,0.1082384632812728,0.8167617903274257,0.6413708104407619
61,0.966503575468524,0.10837960385488096,0.8182637428657255,0.6368469775494161
62,0.964370844310626,0.10215409019296673,0.8134574947431661,0.6562479315809603
63,0.9651235729594285,0.10523640294211704,0.8089516371282668,0.6766859297867927
