,id,room_reclass,room_base,room_uncertain,filename,image_path_reclass,image_path_base,image_path_uncertain
340,08438afd261a948d66d83e6405628b3fc6fd1564,misc_ext,misc_int,uncertain,08438afd261a948d66d83e6405628b3fc6fd1564.jpg,./data/base_data/misc_ext/08438afd261a948d66d83e6405628b3fc6fd1564.jpg,./data/base_data/misc_int/08438afd261a948d66d83e6405628b3fc6fd1564.jpg,./data/base_data/uncertain/08438afd261a948d66d83e6405628b3fc6fd1564.jpg
480,2a27b338bfdfdde424c240ed5f89509499baef69,misc_int,bedroom,uncertain,2a27b338bfdfdde424c240ed5f89509499baef69.jpg,./data/base_data/misc_int/2a27b338bfdfdde424c240ed5f89509499baef69.jpg,./data/base_data/bedroom/2a27b338bfdfdde424c240ed5f89509499baef69.jpg,./data/base_data/uncertain/2a27b338bfdfdde424c240ed5f89509499baef69.jpg
174,06b2638613dcfb68fb669adfb7690b992b46a612,graphic,misc_ext,uncertain,06b2638613dcfb68fb669adfb7690b992b46a612.jpg,./data/base_data/graphic/06b2638613dcfb68fb669adfb7690b992b46a612.jpg,./data/base_data/misc_ext/06b2638613dcfb68fb669adfb7690b992b46a612.jpg,./data/base_data/uncertain/06b2638613dcfb68fb669adfb7690b992b46a612.jpg
473,239dbf8266334e7bd2f838c84ed8609b96251259,diningroom,study,uncertain,239dbf8266334e7bd2f838c84ed8609b96251259.jpg,./data/base_data/diningroom/239dbf8266334e7bd2f838c84ed8609b96251259.jpg,./data/base_data/study/239dbf8266334e7bd2f838c84ed8609b96251259.jpg,./data/base_data/uncertain/239dbf8266334e7bd2f838c84ed8609b96251259.jpg
3,0232125f31767e2638c31b5837a73695f9a7c379,misc_int,study,uncertain,0232125f31767e2638c31b5837a73695f9a7c379.jpg,./data/base_data/misc_int/0232125f31767e2638c31b5837a73695f9a7c379.jpg,./data/base_data/study/0232125f31767e2638c31b5837a73695f9a7c379.jpg,./data/base_data/uncertain/0232125f31767e2638c31b5837a73695f9a7c379.jpg
370,0883eee7f285e363cf994b5afe24d5bdfc4d435f,misc_ext,misc_int,uncertain,0883eee7f285e363cf994b5afe24d5bdfc4d435f.jpg,./data/base_data/misc_ext/0883eee7f285e363cf994b5afe24d5bdfc4d435f.jpg,./data/base_data/misc_int/0883eee7f285e363cf994b5afe24d5bdfc4d435f.jpg,./data/base_data/uncertain/0883eee7f285e363cf994b5afe24d5bdfc4d435f.jpg
297,07cc7a3358d94ed45f7ba8678c5ee6c70afbf459,graphic,misc_int,uncertain,07cc7a3358d94ed45f7ba8678c5ee6c70afbf459.jpg,./data/base_data/graphic/07cc7a3358d94ed45f7ba8678c5ee6c70afbf459.jpg,./data/base_data/misc_int/07cc7a3358d94ed45f7ba8678c5ee6c70afbf459.jpg,./data/base_data/uncertain/07cc7a3358d94ed45f7ba8678c5ee6c70afbf459.jpg
378,08934c80f1022f2212d10596dc4d48a1ec94784f,graphic,misc_int,uncertain,08934c80f1022f2212d10596dc4d48a1ec94784f.jpg,./data/base_data/graphic/08934c80f1022f2212d10596dc4d48a1ec94784f.jpg,./data/base_data/misc_int/08934c80f1022f2212d10596dc4d48a1ec94784f.jpg,./data/base_data/uncertain/08934c80f1022f2212d10596dc4d48a1ec94784f.jpg
18,05175b78447322216f40eec6e03771a890d83c56,diningroom,kitchen,uncertain,05175b78447322216f40eec6e03771a890d83c56.jpg,./data/base_data/diningroom/05175b78447322216f40eec6e03771a890d83c56.jpg,./data/base_data/kitchen/05175b78447322216f40eec6e03771a890d83c56.jpg,./data/base_data/uncertain/05175b78447322216f40eec6e03771a890d83c56.jpg
198,06ddfdba0576696172eb972e1b406d7e85168717,garden,rear,uncertain,06ddfdba0576696172eb972e1b406d7e85168717.jpg,./data/base_data/garden/06ddfdba0576696172eb972e1b406d7e85168717.jpg,./data/base_data/rear/06ddfdba0576696172eb972e1b406d7e85168717.jpg,./data/base_data/uncertain/06ddfdba0576696172eb972e1b406d7e85168717.jpg
216,06ffaafe32a8ec2b2ab2d74ee75003523677ff91,bedroom,misc_int,uncertain,06ffaafe32a8ec2b2ab2d74ee75003523677ff91.jpg,./data/base_data/bedroom/06ffaafe32a8ec2b2ab2d74ee75003523677ff91.jpg,./data/base_data/misc_int/06ffaafe32a8ec2b2ab2d74ee75003523677ff91.jpg,./data/base_data/uncertain/06ffaafe32a8ec2b2ab2d74ee75003523677ff91.jpg
356,086af36ec7aab4928baf669bd550206578fa96f7,misc_ext,misc_int,uncertain,086af36ec7aab4928baf669bd550206578fa96f7.jpg,./data/base_data/misc_ext/086af36ec7aab4928baf669bd550206578fa96f7.jpg,./data/base_data/misc_int/086af36ec7aab4928baf669bd550206578fa96f7.jpg,./data/base_data/uncertain/086af36ec7aab4928baf669bd550206578fa96f7.jpg
314,07f097c54fac961360317f5514622c00eb622c56,bedroom,misc_int,uncertain,07f097c54fac961360317f5514622c00eb622c56.jpg,./data/base_data/bedroom/07f097c54fac961360317f5514622c00eb622c56.jpg,./data/base_data/misc_int/07f097c54fac961360317f5514622c00eb622c56.jpg,./data/base_data/uncertain/07f097c54fac961360317f5514622c00eb622c56.jpg
357,086b9b33f7d78d179b03c1c5920c8da015b58b58,garden,misc_ext,uncertain,086b9b33f7d78d179b03c1c5920c8da015b58b58.jpg,./data/base_data/garden/086b9b33f7d78d179b03c1c5920c8da015b58b58.jpg,./data/base_data/misc_ext/086b9b33f7d78d179b03c1c5920c8da015b58b58.jpg,./data/base_data/uncertain/086b9b33f7d78d179b03c1c5920c8da015b58b58.jpg
238,073970762114f973e774544fd97672b8518c5829,entrance,misc_int,uncertain,073970762114f973e774544fd97672b8518c5829.jpg,./data/base_data/entrance/073970762114f973e774544fd97672b8518c5829.jpg,./data/base_data/misc_int/073970762114f973e774544fd97672b8518c5829.jpg,./data/base_data/uncertain/073970762114f973e774544fd97672b8518c5829.jpg
379,0893f514d08af4129a10b87ba2f8644a2191952b,misc_int,empty,uncertain,0893f514d08af4129a10b87ba2f8644a2191952b.jpg,./data/base_data/misc_int/0893f514d08af4129a10b87ba2f8644a2191952b.jpg,./data/base_data/empty/0893f514d08af4129a10b87ba2f8644a2191952b.jpg,./data/base_data/uncertain/0893f514d08af4129a10b87ba2f8644a2191952b.jpg
149,0677943aeb818c3b7a348247381f9aa43016ebcc,graphic,misc_ext,uncertain,0677943aeb818c3b7a348247381f9aa43016ebcc.jpg,./data/base_data/graphic/0677943aeb818c3b7a348247381f9aa43016ebcc.jpg,./data/base_data/misc_ext/0677943aeb818c3b7a348247381f9aa43016ebcc.jpg,./data/base_data/uncertain/0677943aeb818c3b7a348247381f9aa43016ebcc.jpg
111,060bc62efec08c655110ae078928d2a2ac52f26b,study,diningroom,uncertain,060bc62efec08c655110ae078928d2a2ac52f26b.jpg,./data/base_data/study/060bc62efec08c655110ae078928d2a2ac52f26b.jpg,./data/base_data/diningroom/060bc62efec08c655110ae078928d2a2ac52f26b.jpg,./data/base_data/uncertain/060bc62efec08c655110ae078928d2a2ac52f26b.jpg
286,07b1fc2805218556404e90f810fa2ad4064d47d0,graphic,misc_int,uncertain,07b1fc2805218556404e90f810fa2ad4064d47d0.jpg,./data/base_data/graphic/07b1fc2805218556404e90f810fa2ad4064d47d0.jpg,./data/base_data/misc_int/07b1fc2805218556404e90f810fa2ad4064d47d0.jpg,./data/base_data/uncertain/07b1fc2805218556404e90f810fa2ad4064d47d0.jpg
135,06556f09dd00980f0eb15d2da332d403102ad744,graphic,misc_int,uncertain,06556f09dd00980f0eb15d2da332d403102ad744.jpg,./data/base_data/graphic/06556f09dd00980f0eb15d2da332d403102ad744.jpg,./data/base_data/misc_int/06556f09dd00980f0eb15d2da332d403102ad744.jpg,./data/base_data/uncertain/06556f09dd00980f0eb15d2da332d403102ad744.jpg
180,06be8d57c9a78cde4078b8acaf299f2cb0327e1d,graphic,misc_ext,uncertain,06be8d57c9a78cde4078b8acaf299f2cb0327e1d.jpg,./data/base_data/graphic/06be8d57c9a78cde4078b8acaf299f2cb0327e1d.jpg,./data/base_data/misc_ext/06be8d57c9a78cde4078b8acaf299f2cb0327e1d.jpg,./data/base_data/uncertain/06be8d57c9a78cde4078b8acaf299f2cb0327e1d.jpg
469,220daac1274510c8468c5bec9f105539c0b41a79,diningroom,kitchen,uncertain,220daac1274510c8468c5bec9f105539c0b41a79.jpg,./data/base_data/diningroom/220daac1274510c8468c5bec9f105539c0b41a79.jpg,./data/base_data/kitchen/220daac1274510c8468c5bec9f105539c0b41a79.jpg,./data/base_data/uncertain/220daac1274510c8468c5bec9f105539c0b41a79.jpg
355,086a9b80025416ce161f888f1f368c9802324be5,misc_int,misc_ext,uncertain,086a9b80025416ce161f888f1f368c9802324be5.jpg,./data/base_data/misc_int/086a9b80025416ce161f888f1f368c9802324be5.jpg,./data/base_data/misc_ext/086a9b80025416ce161f888f1f368c9802324be5.jpg,./data/base_data/uncertain/086a9b80025416ce161f888f1f368c9802324be5.jpg
210,06f5b208c5e2c7b4c41d9ebf6265302efed924c8,misc_ext,misc_int,uncertain,06f5b208c5e2c7b4c41d9ebf6265302efed924c8.jpg,./data/base_data/misc_ext/06f5b208c5e2c7b4c41d9ebf6265302efed924c8.jpg,./data/base_data/misc_int/06f5b208c5e2c7b4c41d9ebf6265302efed924c8.jpg,./data/base_data/uncertain/06f5b208c5e2c7b4c41d9ebf6265302efed924c8.jpg
119,062cfe31380ee12965ea8185d18fdfdef209bdf9,misc_ext,misc_int,uncertain,062cfe31380ee12965ea8185d18fdfdef209bdf9.jpg,./data/base_data/misc_ext/062cfe31380ee12965ea8185d18fdfdef209bdf9.jpg,./data/base_data/misc_int/062cfe31380ee12965ea8185d18fdfdef209bdf9.jpg,./data/base_data/uncertain/062cfe31380ee12965ea8185d18fdfdef209bdf9.jpg
444,09302c95b2d7749b685f992b4e3776a4a86c15b0,diningroom,livingroom,uncertain,09302c95b2d7749b685f992b4e3776a4a86c15b0.jpg,./data/base_data/diningroom/09302c95b2d7749b685f992b4e3776a4a86c15b0.jpg,./data/base_data/livingroom/09302c95b2d7749b685f992b4e3776a4a86c15b0.jpg,./data/base_data/uncertain/09302c95b2d7749b685f992b4e3776a4a86c15b0.jpg
386,089e777fea7196eb7fa10ff14f88778f12d217e7,graphic,misc_int,uncertain,089e777fea7196eb7fa10ff14f88778f12d217e7.jpg,./data/base_data/graphic/089e777fea7196eb7fa10ff14f88778f12d217e7.jpg,./data/base_data/misc_int/089e777fea7196eb7fa10ff14f88778f12d217e7.jpg,./data/base_data/uncertain/089e777fea7196eb7fa10ff14f88778f12d217e7.jpg
433,090af88ede20b413b1dd43e48aad3dc47fe3198b,misc_ext,misc_int,uncertain,090af88ede20b413b1dd43e48aad3dc47fe3198b.jpg,./data/base_data/misc_ext/090af88ede20b413b1dd43e48aad3dc47fe3198b.jpg,./data/base_data/misc_int/090af88ede20b413b1dd43e48aad3dc47fe3198b.jpg,./data/base_data/uncertain/090af88ede20b413b1dd43e48aad3dc47fe3198b.jpg
44,05558322886c412e531a7b52e854257c2983fb62,garden,misc_ext,uncertain,05558322886c412e531a7b52e854257c2983fb62.jpg,./data/base_data/garden/05558322886c412e531a7b52e854257c2983fb62.jpg,./data/base_data/misc_ext/05558322886c412e531a7b52e854257c2983fb62.jpg,./data/base_data/uncertain/05558322886c412e531a7b52e854257c2983fb62.jpg
