,room,label1,label1_P,label2,label2_P,label3,label3_P,label1_correct,label2_correct,label3_correct,image_path,filename,id
1161,bedroom,bedroom,0.9703351855278016,empty,0.022238677367568016,kitchen,0.0023162290453910828,True,False,False,./data/test_data/bedroom/084904257d1f99c51cfbffbbc89ccce1b79969e6.jpg,084904257d1f99c51cfbffbbc89ccce1b79969e6.jpg,084904257d1f99c51cfbffbbc89ccce1b79969e6
1985,empty,empty,0.9955190420150756,kitchen,0.0021534557454288006,misc_int,0.0013970790896564722,True,False,False,./data/test_data/empty/083595ad8768acedddbdfe20210379620f49cee2.jpg,083595ad8768acedddbdfe20210379620f49cee2.jpg,083595ad8768acedddbdfe20210379620f49cee2
3356,livingroom,livingroom,0.8094508051872253,diningroom,0.07041087746620177,bedroom,0.03867780789732933,True,False,False,./data/test_data/livingroom/08412a3fe51ca20f9eff92ebb3a66c06b4e4dd1c.jpg,08412a3fe51ca20f9eff92ebb3a66c06b4e4dd1c.jpg,08412a3fe51ca20f9eff92ebb3a66c06b4e4dd1c
1453,bedroom,bedroom,0.9961036443710328,empty,0.0021881614811718464,livingroom,0.0006587284151464701,True,False,False,./data/test_data/bedroom/2bd1c1e2ca10c3b11956460927a73989a7714d49.jpg,2bd1c1e2ca10c3b11956460927a73989a7714d49.jpg,2bd1c1e2ca10c3b11956460927a73989a7714d49
372,bathroom,bathroom,0.9984081387519836,bedroom,0.0007609574822708964,kitchen,0.00038652977673336864,True,False,False,./data/test_data/bathroom/083bb8a64be844cd606b0969fe2e43e6769d4a75.jpg,083bb8a64be844cd606b0969fe2e43e6769d4a75.jpg,083bb8a64be844cd606b0969fe2e43e6769d4a75
3622,livingroom,livingroom,0.2145901322364807,study,0.2124510258436203,empty,0.1844024807214737,True,False,False,./data/test_data/livingroom/2ae02346fe3ed3c4434fba4dfe5f1a472f902309.jpg,2ae02346fe3ed3c4434fba4dfe5f1a472f902309.jpg,2ae02346fe3ed3c4434fba4dfe5f1a472f902309
3395,livingroom,livingroom,0.9084828495979308,bedroom,0.09062105417251587,diningroom,0.0004611388430930674,True,False,False,./data/test_data/livingroom/0873d19325a075f2c9492d1206aff9e96af42fbe.jpg,0873d19325a075f2c9492d1206aff9e96af42fbe.jpg,0873d19325a075f2c9492d1206aff9e96af42fbe
3400,livingroom,livingroom,0.9976281523704528,diningroom,0.0011669478844851255,bedroom,0.0008789401617832483,True,False,False,./data/test_data/livingroom/0879b1eb672eca2b089bb3ca40a0c88a54531bac.jpg,0879b1eb672eca2b089bb3ca40a0c88a54531bac.jpg,0879b1eb672eca2b089bb3ca40a0c88a54531bac
1982,empty,empty,0.4313256740570069,misc_int,0.2877871692180633,entrance,0.233015701174736,True,False,False,./data/test_data/empty/0832da081a63a1c95adf3c72b76f1de48560f8a3.jpg,0832da081a63a1c95adf3c72b76f1de48560f8a3.jpg,0832da081a63a1c95adf3c72b76f1de48560f8a3
3486,livingroom,livingroom,0.9284768104553224,bedroom,0.0627683773636818,diningroom,0.0027854260988533497,True,False,False,./data/test_data/livingroom/090af7b6f424809be7e831b1b59854cd54936835.jpg,090af7b6f424809be7e831b1b59854cd54936835.jpg,090af7b6f424809be7e831b1b59854cd54936835
