,id,dataset,int_ext,room,jpg_filename,image_path,orig_tensor_dim
4708,01e82e878589fffed0a59dc4262e002a678da349,sample_data_2,interior,diningroom,01e82e878589fffed0a59dc4262e002a678da349.jpg,image_data/sample_data_2/diningroom/01e82e878589fffed0a59dc4262e002a678da349.jpg,"(430, 645, 3)"
4711,021e775b84d5f5c8f402230e85bf5bd84c1e3a59,sample_data_2,interior,diningroom,021e775b84d5f5c8f402230e85bf5bd84c1e3a59.jpg,image_data/sample_data_2/diningroom/021e775b84d5f5c8f402230e85bf5bd84c1e3a59.jpg,"(430, 645, 3)"
4701,0193f2b585553bb3f18ff1af3324c323dc019f99,sample_data_2,interior,diningroom,0193f2b585553bb3f18ff1af3324c323dc019f99.jpg,image_data/sample_data_2/diningroom/0193f2b585553bb3f18ff1af3324c323dc019f99.jpg,"(430, 600, 3)"
4704,01b7a619490b75e31b16ff9600b637777270dd79,sample_data_2,interior,diningroom,01b7a619490b75e31b16ff9600b637777270dd79.jpg,image_data/sample_data_2/diningroom/01b7a619490b75e31b16ff9600b637777270dd79.jpg,"(430, 644, 3)"
4716,02d34f9aa2fb1005031aa35f30a3a0a2687f6b89,sample_data_2,interior,diningroom,02d34f9aa2fb1005031aa35f30a3a0a2687f6b89.jpg,image_data/sample_data_2/diningroom/02d34f9aa2fb1005031aa35f30a3a0a2687f6b89.jpg,"(299, 450, 3)"
4727,03eab9a1672b09ff4f557bd7f0daca47297292a9,sample_data_2,interior,diningroom,03eab9a1672b09ff4f557bd7f0daca47297292a9.jpg,image_data/sample_data_2/diningroom/03eab9a1672b09ff4f557bd7f0daca47297292a9.jpg,"(430, 645, 3)"
4292,f2b41a63db91fb759eaad63738e555d5e874e3a6,sample_data,interior,diningroom,f2b41a63db91fb759eaad63738e555d5e874e3a6.jpg,image_data/sample_data/diningroom/f2b41a63db91fb759eaad63738e555d5e874e3a6.jpg,"(430, 645, 3)"
4682,0004a180e1d62093c343afa5f2cf647483729319,sample_data_2,interior,diningroom,0004a180e1d62093c343afa5f2cf647483729319.jpg,image_data/sample_data_2/diningroom/0004a180e1d62093c343afa5f2cf647483729319.jpg,"(430, 600, 3)"
4686,004301456b022c18c4a12492ef2c47c0ed986bc9,sample_data_2,interior,diningroom,004301456b022c18c4a12492ef2c47c0ed986bc9.jpg,image_data/sample_data_2/diningroom/004301456b022c18c4a12492ef2c47c0ed986bc9.jpg,"(430, 645, 3)"
4693,00f9c23ef6fda43a8a8cac07600da18c883b75a9,sample_data_2,interior,diningroom,00f9c23ef6fda43a8a8cac07600da18c883b75a9.jpg,image_data/sample_data_2/diningroom/00f9c23ef6fda43a8a8cac07600da18c883b75a9.jpg,"(430, 645, 3)"
4695,013901e78f3fe5005cac05c6cd24107b83c11d79,sample_data_2,interior,diningroom,013901e78f3fe5005cac05c6cd24107b83c11d79.jpg,image_data/sample_data_2/diningroom/013901e78f3fe5005cac05c6cd24107b83c11d79.jpg,"(429, 645, 3)"
4710,021d99dac0259975e886f25f3f14ac7abf9b03b9,sample_data_2,interior,diningroom,021d99dac0259975e886f25f3f14ac7abf9b03b9.jpg,image_data/sample_data_2/diningroom/021d99dac0259975e886f25f3f14ac7abf9b03b9.jpg,"(430, 644, 3)"
4700,018ce2ddf58fdca6266d49d25e78b4e3a5838149,sample_data_2,interior,diningroom,018ce2ddf58fdca6266d49d25e78b4e3a5838149.jpg,image_data/sample_data_2/diningroom/018ce2ddf58fdca6266d49d25e78b4e3a5838149.jpg,"(430, 645, 3)"
4709,0205b39a3d275071c4863b6da318a15091931c09,sample_data_2,interior,diningroom,0205b39a3d275071c4863b6da318a15091931c09.jpg,image_data/sample_data_2/diningroom/0205b39a3d275071c4863b6da318a15091931c09.jpg,"(430, 645, 3)"
4705,01bd60a9519dd46a6375db6b4af49daf47e06d39,sample_data_2,interior,diningroom,01bd60a9519dd46a6375db6b4af49daf47e06d39.jpg,image_data/sample_data_2/diningroom/01bd60a9519dd46a6375db6b4af49daf47e06d39.jpg,"(430, 645, 3)"
4715,0288499871212833224aefd8a21fee67bb18d3e9,sample_data_2,interior,diningroom,0288499871212833224aefd8a21fee67bb18d3e9.jpg,image_data/sample_data_2/diningroom/0288499871212833224aefd8a21fee67bb18d3e9.jpg,"(429, 645, 3)"
4694,01164f1a88c867ed44dcd531b595766312d76519,sample_data_2,interior,diningroom,01164f1a88c867ed44dcd531b595766312d76519.jpg,image_data/sample_data_2/diningroom/01164f1a88c867ed44dcd531b595766312d76519.jpg,"(430, 644, 3)"
4732,04422a15d74038d2c4739f323e99c11cb41b33f9,sample_data_2,interior,diningroom,04422a15d74038d2c4739f323e99c11cb41b33f9.jpg,image_data/sample_data_2/diningroom/04422a15d74038d2c4739f323e99c11cb41b33f9.jpg,"(430, 645, 3)"
4717,02d7d2bd9b668ee8816e8ffa1792b692066f8159,sample_data_2,interior,diningroom,02d7d2bd9b668ee8816e8ffa1792b692066f8159.jpg,image_data/sample_data_2/diningroom/02d7d2bd9b668ee8816e8ffa1792b692066f8159.jpg,"(430, 645, 3)"
4721,030db47cac721b2e7668aa39b861e52fcc206ee9 (1),sample_data_2,interior,diningroom,030db47cac721b2e7668aa39b861e52fcc206ee9 (1).jpg,image_data/sample_data_2/diningroom/030db47cac721b2e7668aa39b861e52fcc206ee9 (1).jpg,"(429, 645, 3)"
4728,03fa465841e44ffda0ad63b3f8017a0e1fe617f9,sample_data_2,interior,diningroom,03fa465841e44ffda0ad63b3f8017a0e1fe617f9.jpg,image_data/sample_data_2/diningroom/03fa465841e44ffda0ad63b3f8017a0e1fe617f9.jpg,"(430, 645, 3)"
4722,030db47cac721b2e7668aa39b861e52fcc206ee9,sample_data_2,interior,diningroom,030db47cac721b2e7668aa39b861e52fcc206ee9.jpg,image_data/sample_data_2/diningroom/030db47cac721b2e7668aa39b861e52fcc206ee9.jpg,"(429, 645, 3)"
4725,03cf244acd8e3fe498772fb67004e9693d7bc189,sample_data_2,interior,diningroom,03cf244acd8e3fe498772fb67004e9693d7bc189.jpg,image_data/sample_data_2/diningroom/03cf244acd8e3fe498772fb67004e9693d7bc189.jpg,"(430, 645, 3)"
4706,01c662ad59142ade9e33a81ebae8e5912e76ee09,sample_data_2,interior,diningroom,01c662ad59142ade9e33a81ebae8e5912e76ee09.jpg,image_data/sample_data_2/diningroom/01c662ad59142ade9e33a81ebae8e5912e76ee09.jpg,"(430, 645, 3)"
4684,00159cfba55720a60b93ad428b147b0c047302f9,sample_data_2,interior,diningroom,00159cfba55720a60b93ad428b147b0c047302f9.jpg,image_data/sample_data_2/diningroom/00159cfba55720a60b93ad428b147b0c047302f9.jpg,"(430, 645, 3)"
4726,03e25b70d213d0b68864948e05e11898f77596b9,sample_data_2,interior,diningroom,03e25b70d213d0b68864948e05e11898f77596b9.jpg,image_data/sample_data_2/diningroom/03e25b70d213d0b68864948e05e11898f77596b9.jpg,"(430, 619, 3)"
4719,02e2bd5f268044e2190cf300ab0c3b533e66c119,sample_data_2,interior,diningroom,02e2bd5f268044e2190cf300ab0c3b533e66c119.jpg,image_data/sample_data_2/diningroom/02e2bd5f268044e2190cf300ab0c3b533e66c119.jpg,"(430, 573, 3)"
4703,01b53306effe13871c5b94fc7a0a31d5a87e99e9,sample_data_2,interior,diningroom,01b53306effe13871c5b94fc7a0a31d5a87e99e9.jpg,image_data/sample_data_2/diningroom/01b53306effe13871c5b94fc7a0a31d5a87e99e9.jpg,"(430, 645, 3)"
4714,028590a0fb07a8ada99add2d899809870861cbe9,sample_data_2,interior,diningroom,028590a0fb07a8ada99add2d899809870861cbe9.jpg,image_data/sample_data_2/diningroom/028590a0fb07a8ada99add2d899809870861cbe9.jpg,"(430, 645, 3)"
4689,009fac9f69126ec695fb3f6135fcf06840f07159,sample_data_2,interior,diningroom,009fac9f69126ec695fb3f6135fcf06840f07159.jpg,image_data/sample_data_2/diningroom/009fac9f69126ec695fb3f6135fcf06840f07159.jpg,"(430, 645, 3)"
4702,01aa7b01780bc71e60397c92787416544103f519,sample_data_2,interior,diningroom,01aa7b01780bc71e60397c92787416544103f519.jpg,image_data/sample_data_2/diningroom/01aa7b01780bc71e60397c92787416544103f519.jpg,"(430, 645, 3)"
4697,0150d3dcbf672eb4c860081e9bacbf1e39f79629,sample_data_2,interior,diningroom,0150d3dcbf672eb4c860081e9bacbf1e39f79629.jpg,image_data/sample_data_2/diningroom/0150d3dcbf672eb4c860081e9bacbf1e39f79629.jpg,"(430, 645, 3)"
