,room,label1,label1_P,label2,label2_P,label3,label3_P,label1_correct,label2_correct,label3_correct,image_path,filename,id
1763,empty,empty,0.9997124075889589,misc_int,0.00010783756442833692,bedroom,6.284407572820783e-05,True,False,False,./data/test_data/empty/01ef707e2bf5f9764de264acd9c9062079b21649.jpg,01ef707e2bf5f9764de264acd9c9062079b21649.jpg,01ef707e2bf5f9764de264acd9c9062079b21649
2725,kitchen,kitchen,0.999998927116394,empty,5.52000585685164e-07,bathroom,2.845805227025266e-07,True,False,False,./data/test_data/kitchen/08806f7bfc85b8143a2d98ae484c5a5f3259376e.jpg,08806f7bfc85b8143a2d98ae484c5a5f3259376e.jpg,08806f7bfc85b8143a2d98ae484c5a5f3259376e
3184,livingroom,livingroom,0.9680286645889282,diningroom,0.016582045704126358,bedroom,0.005952032748609781,True,False,False,./data/test_data/livingroom/06d34d2e1c87bde2d387de1d4ffe6bccd8fce09f.jpg,06d34d2e1c87bde2d387de1d4ffe6bccd8fce09f.jpg,06d34d2e1c87bde2d387de1d4ffe6bccd8fce09f
745,bedroom,bedroom,0.9984202384948729,livingroom,0.0006230457220226526,kitchen,0.0004130052984692156,True,False,False,./data/test_data/bedroom/059b48593a307a46af04354415d673ee8e70db97.jpg,059b48593a307a46af04354415d673ee8e70db97.jpg,059b48593a307a46af04354415d673ee8e70db97
788,bedroom,bedroom,0.9059502482414246,livingroom,0.06652165204286575,empty,0.016718555241823196,True,False,False,./data/test_data/bedroom/05d782166995f57c456d8a29904e269386d8610e.jpg,05d782166995f57c456d8a29904e269386d8610e.jpg,05d782166995f57c456d8a29904e269386d8610e
1035,bedroom,bedroom,0.9996962547302246,kitchen,0.00013895551091991365,misc_int,0.00012036382395308465,True,False,False,./data/test_data/bedroom/0778bd35f386397cbe87b5acb8740cf765b09b01.jpg,0778bd35f386397cbe87b5acb8740cf765b09b01.jpg,0778bd35f386397cbe87b5acb8740cf765b09b01
2591,kitchen,kitchen,0.4007425606250763,empty,0.3509466052055359,misc_int,0.1786777824163437,True,False,False,./data/test_data/kitchen/07793d293d2ab1626f7fa951016ae10097f1c329.jpg,07793d293d2ab1626f7fa951016ae10097f1c329.jpg,07793d293d2ab1626f7fa951016ae10097f1c329
805,bedroom,bedroom,0.9825646281242372,misc_int,0.007877807132899761,empty,0.005510173738002777,True,False,False,./data/test_data/bedroom/05fb2d7f8715383a2b2aa421e725c60e27492dab.jpg,05fb2d7f8715383a2b2aa421e725c60e27492dab.jpg,05fb2d7f8715383a2b2aa421e725c60e27492dab
2787,kitchen,kitchen,0.9999408721923828,empty,2.0696057617897168e-05,diningroom,1.8129196178051646e-05,True,False,False,./data/test_data/kitchen/090b635b5708a1c6e0e4b46a090ab05af0a460e5.jpg,090b635b5708a1c6e0e4b46a090ab05af0a460e5.jpg,090b635b5708a1c6e0e4b46a090ab05af0a460e5
109,bathroom,bathroom,0.9997989535331726,kitchen,0.00011397118214517832,bedroom,4.563260154100135e-05,True,False,False,./data/test_data/bathroom/05b8d9573fb98e9a9af4dad114a09bda0e6ba5b3.jpg,05b8d9573fb98e9a9af4dad114a09bda0e6ba5b3.jpg,05b8d9573fb98e9a9af4dad114a09bda0e6ba5b3
73,bathroom,bathroom,0.9999986886978148,kitchen,1.1481988622108472e-06,diningroom,7.967988580048767e-08,True,False,False,./data/test_data/bathroom/05674033d030a29100c9ffbf84b46e03ae7d04cb.jpg,05674033d030a29100c9ffbf84b46e03ae7d04cb.jpg,05674033d030a29100c9ffbf84b46e03ae7d04cb
40,bathroom,bathroom,0.9996941089630128,kitchen,0.00019990667351521552,bedroom,6.112720438977702e-05,True,False,False,./data/test_data/bathroom/0511ac816a3ca4df967e7b2e9cdffa37270e6a1a.jpg,0511ac816a3ca4df967e7b2e9cdffa37270e6a1a.jpg,0511ac816a3ca4df967e7b2e9cdffa37270e6a1a
1119,bedroom,bedroom,0.8859770894050598,livingroom,0.1004096046090126,misc_int,0.004877904895693064,True,False,False,./data/test_data/bedroom/07f69f1b458f49fac14461b8db5e429f23a39eee.jpg,07f69f1b458f49fac14461b8db5e429f23a39eee.jpg,07f69f1b458f49fac14461b8db5e429f23a39eee
3376,livingroom,livingroom,0.79319167137146,study,0.14680436253547668,bedroom,0.04937800392508507,True,False,False,./data/test_data/livingroom/085e8ab350cc1e39bf3d6f48480166e9c7246e0b.jpg,085e8ab350cc1e39bf3d6f48480166e9c7246e0b.jpg,085e8ab350cc1e39bf3d6f48480166e9c7246e0b
2357,kitchen,kitchen,0.9996812343597412,livingroom,0.00023778239847160879,diningroom,5.042556585976854e-05,True,False,False,./data/test_data/kitchen/05b47e93d59fc4ef3017f89aa78f6aa185359d76.jpg,05b47e93d59fc4ef3017f89aa78f6aa185359d76.jpg,05b47e93d59fc4ef3017f89aa78f6aa185359d76
1997,empty,empty,0.9987002611160278,misc_int,0.0007157738436944783,bedroom,0.0002762590302154422,True,False,False,./data/test_data/empty/087f4c33ad825905c6fbb5826dbf488024cbcfb5.jpg,087f4c33ad825905c6fbb5826dbf488024cbcfb5.jpg,087f4c33ad825905c6fbb5826dbf488024cbcfb5
3565,livingroom,livingroom,0.984320104122162,bedroom,0.004607472568750382,diningroom,0.004350866656750441,True,False,False,./data/test_data/livingroom/23fa3cb1d13f652a22b0e7ea95aa625ed601e6f9.jpg,23fa3cb1d13f652a22b0e7ea95aa625ed601e6f9.jpg,23fa3cb1d13f652a22b0e7ea95aa625ed601e6f9
1787,empty,empty,0.9957446455955504,kitchen,0.003086525248363614,misc_int,0.0004393891722429544,True,False,False,./data/test_data/empty/05177c5aedf6251e52b58e4d1380923a1fefb2f6.jpg,05177c5aedf6251e52b58e4d1380923a1fefb2f6.jpg,05177c5aedf6251e52b58e4d1380923a1fefb2f6
1091,bedroom,bedroom,0.9957275390625,livingroom,0.003941597882658243,kitchen,0.00017171677609439942,True,False,False,./data/test_data/bedroom/07c969b6b24ffe0f47b0b22e91d98a9b1c3fd7b0.jpg,07c969b6b24ffe0f47b0b22e91d98a9b1c3fd7b0.jpg,07c969b6b24ffe0f47b0b22e91d98a9b1c3fd7b0
1415,bedroom,bedroom,0.8647773265838623,empty,0.06856069713830948,livingroom,0.048912066966295235,True,False,False,./data/test_data/bedroom/27c1f06bacd9403991fa829fe16d084980481b79.jpg,27c1f06bacd9403991fa829fe16d084980481b79.jpg,27c1f06bacd9403991fa829fe16d084980481b79
3430,livingroom,livingroom,0.9789820909500122,study,0.011487691663205624,diningroom,0.004439700394868851,True,False,False,./data/test_data/livingroom/08b44f70b0e6d2a5941e24727bd65a54efb3e0c1.jpg,08b44f70b0e6d2a5941e24727bd65a54efb3e0c1.jpg,08b44f70b0e6d2a5941e24727bd65a54efb3e0c1
386,bathroom,bathroom,0.9999430179595948,kitchen,5.440345194074325e-05,diningroom,1.1545185998329544e-06,True,False,False,./data/test_data/bathroom/08601937367f348b09bb57ec30633d8ba6757e66.jpg,08601937367f348b09bb57ec30633d8ba6757e66.jpg,08601937367f348b09bb57ec30633d8ba6757e66
2147,entrance,entrance,0.7843803167343141,misc_int,0.20059332251548767,kitchen,0.004437134135514498,True,False,False,./data/test_data/entrance/05fa3316421966536a06869c161aaaaf22343fe4.jpg,05fa3316421966536a06869c161aaaaf22343fe4.jpg,05fa3316421966536a06869c161aaaaf22343fe4
2644,kitchen,kitchen,0.9998792409896852,misc_int,9.738262451719493e-05,empty,2.0193017917335965e-05,True,False,False,./data/test_data/kitchen/07f1da24950cb16f79ef84d6798a7450b13dce36.jpg,07f1da24950cb16f79ef84d6798a7450b13dce36.jpg,07f1da24950cb16f79ef84d6798a7450b13dce36
1089,bedroom,bedroom,0.8907192945480347,empty,0.104400135576725,misc_int,0.0020840547513216734,True,False,False,./data/test_data/bedroom/07c8549bbab114b8b2a6e5429efd04fee713a677.jpg,07c8549bbab114b8b2a6e5429efd04fee713a677.jpg,07c8549bbab114b8b2a6e5429efd04fee713a677
2116,empty,empty,0.997229278087616,bedroom,0.0010058454936370254,kitchen,0.0007150161545723678,True,False,False,./data/test_data/empty/2b2ce862f273b31a623ff320c11d25c0254f9f69.jpg,2b2ce862f273b31a623ff320c11d25c0254f9f69.jpg,2b2ce862f273b31a623ff320c11d25c0254f9f69
2273,kitchen,kitchen,0.9999997615814208,bathroom,1.1501535368552142e-07,empty,8.446421162489061e-08,True,False,False,./data/test_data/kitchen/036a438b237e77c42ea041fcc17a2367fb289a69.jpg,036a438b237e77c42ea041fcc17a2367fb289a69.jpg,036a438b237e77c42ea041fcc17a2367fb289a69
3133,livingroom,livingroom,0.9678144454956056,diningroom,0.011152453720569609,kitchen,0.007918802089989184,True,False,False,./data/test_data/livingroom/066970f3d32c9e30d0c6e65ed587dfc8f5776036.jpg,066970f3d32c9e30d0c6e65ed587dfc8f5776036.jpg,066970f3d32c9e30d0c6e65ed587dfc8f5776036
2221,entrance,entrance,0.4144158959388733,misc_int,0.3644300997257233,empty,0.14530634880065918,True,False,False,./data/test_data/entrance/23513e6b254a27ffe07ef8d1ff80e1ee33c03d89.jpg,23513e6b254a27ffe07ef8d1ff80e1ee33c03d89.jpg,23513e6b254a27ffe07ef8d1ff80e1ee33c03d89
1109,bedroom,bedroom,0.9945040941238404,misc_int,0.0021207821555435658,empty,0.0010013051796704529,True,False,False,./data/test_data/bedroom/07e2c77c4fce60af415743e285c51540b2640b39.jpg,07e2c77c4fce60af415743e285c51540b2640b39.jpg,07e2c77c4fce60af415743e285c51540b2640b39
3262,livingroom,livingroom,0.8660635352134705,misc_int,0.042909719049930566,empty,0.040849771350622184,True,False,False,./data/test_data/livingroom/0787f009cb1e2b77a5e5374b472056d73084f46a.jpg,0787f009cb1e2b77a5e5374b472056d73084f46a.jpg,0787f009cb1e2b77a5e5374b472056d73084f46a
435,bathroom,bathroom,0.998467981815338,kitchen,0.0012123994529247286,diningroom,0.00017294872668571767,True,False,False,./data/test_data/bathroom/08b53a0e75674bf4275f03bdd80af3b960f03042.jpg,08b53a0e75674bf4275f03bdd80af3b960f03042.jpg,08b53a0e75674bf4275f03bdd80af3b960f03042
