,room,label1,label1_P,label2,label2_P,label3,label3_P,label1_correct,label2_correct,label3_correct,image_path,filename,id
456,bathroom,bathroom,0.999908447265625,kitchen,7.763024768792094e-05,bedroom,6.048360774002504e-06,True,False,False,./data/test_data/bathroom/08fb29a0cee0202208ec04889506fe13211bab9d.jpg,08fb29a0cee0202208ec04889506fe13211bab9d.jpg,08fb29a0cee0202208ec04889506fe13211bab9d
2762,kitchen,kitchen,0.9999709129333496,empty,9.060968295671046e-06,bathroom,8.667658221384045e-06,True,False,False,./data/test_data/kitchen/08c6b382e57555f249e2d304b0212ac9ed7227c8.jpg,08c6b382e57555f249e2d304b0212ac9ed7227c8.jpg,08c6b382e57555f249e2d304b0212ac9ed7227c8
2929,livingroom,livingroom,0.4798902273178101,bedroom,0.4777264297008514,misc_int,0.015209428966045381,True,False,False,./data/test_data/livingroom/0040dbaee2d4286ed57e62b474552469839a4cb9.jpg,0040dbaee2d4286ed57e62b474552469839a4cb9.jpg,0040dbaee2d4286ed57e62b474552469839a4cb9
2495,kitchen,empty,0.50783771276474,kitchen,0.485247015953064,bedroom,0.0041967728175222865,False,True,False,./data/test_data/kitchen/06bfb9c5b9941be3cc263adefcf77d5b9889e4cc.jpg,06bfb9c5b9941be3cc263adefcf77d5b9889e4cc.jpg,06bfb9c5b9941be3cc263adefcf77d5b9889e4cc
685,bedroom,bedroom,0.9591591954231262,diningroom,0.012414880096912384,kitchen,0.011595587246119976,True,False,False,./data/test_data/bedroom/0532184fa0b1ef9418c76c80cd8a913064809f04.jpg,0532184fa0b1ef9418c76c80cd8a913064809f04.jpg,0532184fa0b1ef9418c76c80cd8a913064809f04
1313,bedroom,bedroom,0.9951094985008241,livingroom,0.0038966815918684006,diningroom,0.0006861132569611073,True,False,False,./data/test_data/bedroom/09465d7b030be00d67e281d0b17cd8dcde1c87cf.jpg,09465d7b030be00d67e281d0b17cd8dcde1c87cf.jpg,09465d7b030be00d67e281d0b17cd8dcde1c87cf
1356,bedroom,bedroom,0.9911834001541138,empty,0.003044007578864693,livingroom,0.0018735022749751808,True,False,False,./data/test_data/bedroom/21e432d5731837ddd925a992aebd98348447d7e9.jpg,21e432d5731837ddd925a992aebd98348447d7e9.jpg,21e432d5731837ddd925a992aebd98348447d7e9
691,bedroom,bedroom,0.7639872431755066,bathroom,0.16639040410518646,kitchen,0.050275277346372604,True,False,False,./data/test_data/bedroom/053ebbf096ee1e0beba83a59e4da85887e119f77.jpg,053ebbf096ee1e0beba83a59e4da85887e119f77.jpg,053ebbf096ee1e0beba83a59e4da85887e119f77
547,bathroom,bathroom,0.9999997615814208,kitchen,2.208249441082444e-07,bedroom,2.955960631823018e-08,True,False,False,./data/test_data/bathroom/24465eae407ca39dc02428df4913403789f2b759.jpg,24465eae407ca39dc02428df4913403789f2b759.jpg,24465eae407ca39dc02428df4913403789f2b759
1340,bedroom,bedroom,0.9244004487991332,livingroom,0.055335495620965965,diningroom,0.010993042029440405,True,False,False,./data/test_data/bedroom/205b0425639dcec52eb2429980e079341b81c4f9.jpg,205b0425639dcec52eb2429980e079341b81c4f9.jpg,205b0425639dcec52eb2429980e079341b81c4f9
3737,misc_int,misc_int,0.4802026450634002,entrance,0.3287121653556824,kitchen,0.06131264939904212,True,False,False,./data/test_data/misc_int/07ef609aa7df6a17676b7279bb04f6af5eaa8882.jpg,07ef609aa7df6a17676b7279bb04f6af5eaa8882.jpg,07ef609aa7df6a17676b7279bb04f6af5eaa8882
1323,bedroom,bedroom,0.7004790306091309,misc_int,0.0766807571053505,livingroom,0.055785614997148514,True,False,False,./data/test_data/bedroom/095b6660ab9306ef5ab67489dd031a934521d907.jpg,095b6660ab9306ef5ab67489dd031a934521d907.jpg,095b6660ab9306ef5ab67489dd031a934521d907
110,bathroom,bathroom,0.9998955726623536,kitchen,0.00010040635970653966,bedroom,1.5599142670907895e-06,True,False,False,./data/test_data/bathroom/05b9bce74073f65c851658a7d5cd387680378e04.jpg,05b9bce74073f65c851658a7d5cd387680378e04.jpg,05b9bce74073f65c851658a7d5cd387680378e04
1467,conservatory,entrance,0.24140651524066925,misc_int,0.21436071395874026,conservatory,0.11943747103214265,False,False,True,./data/test_data/conservatory/080777383c31a5ecd8edef0ffcb53e432bc2e091.jpg,080777383c31a5ecd8edef0ffcb53e432bc2e091.jpg,080777383c31a5ecd8edef0ffcb53e432bc2e091
2952,livingroom,livingroom,0.5375078916549683,misc_int,0.19779621064662933,study,0.16331887245178225,True,False,False,./data/test_data/livingroom/02433601abc019eec2747c1008e561d9c61be789.jpg,02433601abc019eec2747c1008e561d9c61be789.jpg,02433601abc019eec2747c1008e561d9c61be789
299,bathroom,bedroom,0.5538192391395569,bathroom,0.17781470715999606,misc_int,0.10557392239570618,False,True,False,./data/test_data/bathroom/0798429be2c55b94b49d0950c144279cf22cb483.jpg,0798429be2c55b94b49d0950c144279cf22cb483.jpg,0798429be2c55b94b49d0950c144279cf22cb483
1245,bedroom,bedroom,0.9986817240715028,livingroom,0.0011238972656428814,kitchen,8.333131700055674e-05,True,False,False,./data/test_data/bedroom/08d0305c98e13c1e97d60f5f66db60a4e24d8234.jpg,08d0305c98e13c1e97d60f5f66db60a4e24d8234.jpg,08d0305c98e13c1e97d60f5f66db60a4e24d8234
1928,empty,empty,0.5365492701530457,kitchen,0.1635749191045761,misc_int,0.1376170516014099,True,False,False,./data/test_data/empty/0707d11def40a143c6e1bff408925721f7d728b8.jpg,0707d11def40a143c6e1bff408925721f7d728b8.jpg,0707d11def40a143c6e1bff408925721f7d728b8
