,room,label1,label1_P,label2,label2_P,label3,label3_P,label1_correct,label2_correct,label3_correct,image_path,filename,id
3209,livingroom,misc_int,0.3520970642566681,study,0.3299022316932678,bedroom,0.11251985281705856,False,False,False,./data/test_data/livingroom/06f8de46283a9aa15b78260eaa7e64f1a0e66aad.jpg,06f8de46283a9aa15b78260eaa7e64f1a0e66aad.jpg,06f8de46283a9aa15b78260eaa7e64f1a0e66aad
3690,misc_int,bedroom,0.7202869653701782,empty,0.16780033707618713,diningroom,0.06785953044891357,False,False,False,./data/test_data/misc_int/06eb258f3711bdd74030e9ff9a0563f1527e1f5a.jpg,06eb258f3711bdd74030e9ff9a0563f1527e1f5a.jpg,06eb258f3711bdd74030e9ff9a0563f1527e1f5a
1564,diningroom,bedroom,0.26488566398620605,diningroom,0.1812736839056015,bathroom,0.1804519295692444,False,True,False,./data/test_data/diningroom/0625dfb251f025a29cdb575bd24bfed3ab4dae4c.jpg,0625dfb251f025a29cdb575bd24bfed3ab4dae4c.jpg,0625dfb251f025a29cdb575bd24bfed3ab4dae4c
3329,livingroom,kitchen,0.4261156320571899,livingroom,0.3229601979255676,empty,0.1463744044303894,False,True,False,./data/test_data/livingroom/08032470fca8093522b7f345599f74ddc3518114.jpg,08032470fca8093522b7f345599f74ddc3518114.jpg,08032470fca8093522b7f345599f74ddc3518114
1601,diningroom,bedroom,0.5370712280273438,livingroom,0.2352714687585831,diningroom,0.10838904976844788,False,False,True,./data/test_data/diningroom/0707ad98bdbf5616a9901868022de58b04587968.jpg,0707ad98bdbf5616a9901868022de58b04587968.jpg,0707ad98bdbf5616a9901868022de58b04587968
3408,livingroom,bedroom,0.4609555900096893,livingroom,0.3879687786102295,empty,0.05873217806220055,False,True,False,./data/test_data/livingroom/08887913bf4a9a196cc895af9d5ead975d993714.jpg,08887913bf4a9a196cc895af9d5ead975d993714.jpg,08887913bf4a9a196cc895af9d5ead975d993714
1532,diningroom,livingroom,0.444575309753418,diningroom,0.30808061361312866,kitchen,0.08664991706609726,False,True,False,./data/test_data/diningroom/059f63fe8bd40536dbae13ccbacbdebdf2bb6021.jpg,059f63fe8bd40536dbae13ccbacbdebdf2bb6021.jpg,059f63fe8bd40536dbae13ccbacbdebdf2bb6021
746,bedroom,entrance,0.3723493814468384,empty,0.364750474691391,bedroom,0.13490675389766693,False,False,True,./data/test_data/bedroom/059ba2aa6d17807b5ec09e01a7270ba175d938b1.jpg,059ba2aa6d17807b5ec09e01a7270ba175d938b1.jpg,059ba2aa6d17807b5ec09e01a7270ba175d938b1
1749,diningroom,study,0.4999309778213501,diningroom,0.2889944911003113,kitchen,0.08744563162326813,False,True,False,./data/test_data/diningroom/2990056256c66f32987efe9ca7ac5c0f94f63b99.jpg,2990056256c66f32987efe9ca7ac5c0f94f63b99.jpg,2990056256c66f32987efe9ca7ac5c0f94f63b99
301,bathroom,diningroom,0.6197868585586548,kitchen,0.19364574551582334,livingroom,0.083501435816288,False,False,False,./data/test_data/bathroom/079c78f5f9ca0dd823ecd4c532cb651da7c403d3.jpg,079c78f5f9ca0dd823ecd4c532cb651da7c403d3.jpg,079c78f5f9ca0dd823ecd4c532cb651da7c403d3
2587,kitchen,livingroom,0.24218225479125974,diningroom,0.19400323927402496,kitchen,0.1906127780675888,False,False,True,./data/test_data/kitchen/076d1bccc683e222f9a5c7663049bb98cc511e98.jpg,076d1bccc683e222f9a5c7663049bb98cc511e98.jpg,076d1bccc683e222f9a5c7663049bb98cc511e98
3645,misc_int,livingroom,0.5305292606353761,study,0.27018460631370544,misc_int,0.1009657010436058,False,False,True,./data/test_data/misc_int/0546e8eef6e3ff508ff82c272aa43e74c1282563.jpg,0546e8eef6e3ff508ff82c272aa43e74c1282563.jpg,0546e8eef6e3ff508ff82c272aa43e74c1282563
3761,misc_int,entrance,0.5839326977729797,misc_int,0.400876522064209,empty,0.0041826949454844,False,True,False,./data/test_data/misc_int/087d0eca4e17b93ceaa9ee5b83823e3f2027bdde.jpg,087d0eca4e17b93ceaa9ee5b83823e3f2027bdde.jpg,087d0eca4e17b93ceaa9ee5b83823e3f2027bdde
3745,misc_int,empty,0.3448138535022736,entrance,0.3213288187980652,misc_int,0.31572917103767395,False,False,True,./data/test_data/misc_int/08300894d46c20e129a0464acb655170a0ce3296.jpg,08300894d46c20e129a0464acb655170a0ce3296.jpg,08300894d46c20e129a0464acb655170a0ce3296
2605,kitchen,empty,0.9438251852989196,kitchen,0.05075475201010704,livingroom,0.0023633565288037057,False,True,False,./data/test_data/kitchen/078e46b76f55f8bb40c80ceb0aef30a8f0c0533e.jpg,078e46b76f55f8bb40c80ceb0aef30a8f0c0533e.jpg,078e46b76f55f8bb40c80ceb0aef30a8f0c0533e
