,id,dataset,int_ext,room,jpg_filename,image_path,orig_tensor_dim
5208,02ce48a4606a14d99ef6cb8d6e929db494ac8059,sample_data_2,interior,livingroom,02ce48a4606a14d99ef6cb8d6e929db494ac8059.jpg,image_data/sample_data_2/livingroom/02ce48a4606a14d99ef6cb8d6e929db494ac8059.jpg,"(430, 645, 3)"
5242,03c65bf6b2a6453c4422a02e9b335ffb83f59159,sample_data_2,interior,livingroom,03c65bf6b2a6453c4422a02e9b335ffb83f59159.jpg,image_data/sample_data_2/livingroom/03c65bf6b2a6453c4422a02e9b335ffb83f59159.jpg,"(430, 640, 3)"
4336,339b4665b6f198208a0cf5b601706e99f70c2da5,sample_data,interior,livingroom,339b4665b6f198208a0cf5b601706e99f70c2da5.jpg,image_data/sample_data/livingroom/339b4665b6f198208a0cf5b601706e99f70c2da5.jpg,"(430, 644, 3)"
5163,01382cd8ca61b670a989f4453d0bed57ebb15b59,sample_data_2,interior,livingroom,01382cd8ca61b670a989f4453d0bed57ebb15b59.jpg,image_data/sample_data_2/livingroom/01382cd8ca61b670a989f4453d0bed57ebb15b59.jpg,"(430, 645, 3)"
5255,0427c78b8767c5e21bb55d6f42ead8038c4985b9,sample_data_2,interior,livingroom,0427c78b8767c5e21bb55d6f42ead8038c4985b9.jpg,image_data/sample_data_2/livingroom/0427c78b8767c5e21bb55d6f42ead8038c4985b9.jpg,"(430, 645, 3)"
5226,03541cf4e4c4511bd9492f1f4aad26d4ded16679,sample_data_2,interior,livingroom,03541cf4e4c4511bd9492f1f4aad26d4ded16679.jpg,image_data/sample_data_2/livingroom/03541cf4e4c4511bd9492f1f4aad26d4ded16679.jpg,"(430, 645, 3)"
4332,0b70f31b783bfcf7419c51dec7a099fa9dcba3f5,sample_data,interior,livingroom,0b70f31b783bfcf7419c51dec7a099fa9dcba3f5.jpg,image_data/sample_data/livingroom/0b70f31b783bfcf7419c51dec7a099fa9dcba3f5.jpg,"(430, 645, 3)"
5165,013c1675460f28a0152f4f1f2ac6334e9a1954f9,sample_data_2,interior,livingroom,013c1675460f28a0152f4f1f2ac6334e9a1954f9.jpg,image_data/sample_data_2/livingroom/013c1675460f28a0152f4f1f2ac6334e9a1954f9.jpg,"(430, 645, 3)"
4346,d019575dbbe8f209764bd3f204c953fac4d40a6f,sample_data,interior,livingroom,d019575dbbe8f209764bd3f204c953fac4d40a6f.jpg,image_data/sample_data/livingroom/d019575dbbe8f209764bd3f204c953fac4d40a6f.jpg,"(430, 644, 3)"
5214,0307f3a7456e75e525bd063313369228fb7eef19,sample_data_2,interior,livingroom,0307f3a7456e75e525bd063313369228fb7eef19.jpg,image_data/sample_data_2/livingroom/0307f3a7456e75e525bd063313369228fb7eef19.jpg,"(430, 645, 3)"
5178,01d437655229c34b70e009cee02edc7bbe4b6e39,sample_data_2,interior,livingroom,01d437655229c34b70e009cee02edc7bbe4b6e39.jpg,image_data/sample_data_2/livingroom/01d437655229c34b70e009cee02edc7bbe4b6e39.jpg,"(430, 645, 3)"
5245,03d58b7459140c1bb9fe93c465af7e0b13e2a719,sample_data_2,interior,livingroom,03d58b7459140c1bb9fe93c465af7e0b13e2a719.jpg,image_data/sample_data_2/livingroom/03d58b7459140c1bb9fe93c465af7e0b13e2a719.jpg,"(430, 645, 3)"
5193,02433601abc019eec2747c1008e561d9c61be789,sample_data_2,interior,livingroom,02433601abc019eec2747c1008e561d9c61be789.jpg,image_data/sample_data_2/livingroom/02433601abc019eec2747c1008e561d9c61be789.jpg,"(430, 645, 3)"
5150,00b2330b5b4a9a5b9b85bad549370909d3018739,sample_data_2,interior,livingroom,00b2330b5b4a9a5b9b85bad549370909d3018739.jpg,image_data/sample_data_2/livingroom/00b2330b5b4a9a5b9b85bad549370909d3018739.jpg,"(430, 645, 3)"
5176,01b1fc53f0c893d06d0abbc19da2665035557ed9,sample_data_2,interior,livingroom,01b1fc53f0c893d06d0abbc19da2665035557ed9.jpg,image_data/sample_data_2/livingroom/01b1fc53f0c893d06d0abbc19da2665035557ed9.jpg,"(430, 645, 3)"
5204,02bc0fe670ca5afa765cbfc5d2c456c6fb67da19,sample_data_2,interior,livingroom,02bc0fe670ca5afa765cbfc5d2c456c6fb67da19.jpg,image_data/sample_data_2/livingroom/02bc0fe670ca5afa765cbfc5d2c456c6fb67da19.jpg,"(430, 645, 3)"
5220,031abc553ff50d8165cc5560c7456b65e84fb849,sample_data_2,interior,livingroom,031abc553ff50d8165cc5560c7456b65e84fb849.jpg,image_data/sample_data_2/livingroom/031abc553ff50d8165cc5560c7456b65e84fb849.jpg,"(430, 644, 3)"
5251,0403257ddefa9b88b62da88e9d158edef1672299,sample_data_2,interior,livingroom,0403257ddefa9b88b62da88e9d158edef1672299.jpg,image_data/sample_data_2/livingroom/0403257ddefa9b88b62da88e9d158edef1672299.jpg,"(430, 645, 3)"
5161,011d04c0fa62388944d4f9c30c8caeb5d34e4319,sample_data_2,interior,livingroom,011d04c0fa62388944d4f9c30c8caeb5d34e4319.jpg,image_data/sample_data_2/livingroom/011d04c0fa62388944d4f9c30c8caeb5d34e4319.jpg,"(430, 645, 3)"
5256,04368ad9cac6bdee5c186ff6a00e92711fc49a89,sample_data_2,interior,livingroom,04368ad9cac6bdee5c186ff6a00e92711fc49a89.jpg,image_data/sample_data_2/livingroom/04368ad9cac6bdee5c186ff6a00e92711fc49a89.jpg,"(430, 645, 3)"
5262,04767ba7683ac2ef2e753d4f33f8ddbb26a6df09,sample_data_2,interior,livingroom,04767ba7683ac2ef2e753d4f33f8ddbb26a6df09.jpg,image_data/sample_data_2/livingroom/04767ba7683ac2ef2e753d4f33f8ddbb26a6df09.jpg,"(430, 644, 3)"
5188,022797b41507cd182fedcfe808d3afeec16ff509,sample_data_2,interior,livingroom,022797b41507cd182fedcfe808d3afeec16ff509.jpg,image_data/sample_data_2/livingroom/022797b41507cd182fedcfe808d3afeec16ff509.jpg,"(430, 645, 3)"
5253,0419a06e1d2204b27e7cff2732d762800b898429,sample_data_2,interior,livingroom,0419a06e1d2204b27e7cff2732d762800b898429.jpg,image_data/sample_data_2/livingroom/0419a06e1d2204b27e7cff2732d762800b898429.jpg,"(430, 645, 3)"
5246,03d627ec9fcbf7d5acfc203b843f6789b9cdfc79,sample_data_2,interior,livingroom,03d627ec9fcbf7d5acfc203b843f6789b9cdfc79.jpg,image_data/sample_data_2/livingroom/03d627ec9fcbf7d5acfc203b843f6789b9cdfc79.jpg,"(430, 645, 3)"
5261,046f878fa3cb3bf9e089efc75ed3091461581d49,sample_data_2,interior,livingroom,046f878fa3cb3bf9e089efc75ed3091461581d49.jpg,image_data/sample_data_2/livingroom/046f878fa3cb3bf9e089efc75ed3091461581d49.jpg,"(400, 600, 3)"
5157,00fab44007f0be425ef2ebfe281610e3a30715a9,sample_data_2,interior,livingroom,00fab44007f0be425ef2ebfe281610e3a30715a9.jpg,image_data/sample_data_2/livingroom/00fab44007f0be425ef2ebfe281610e3a30715a9.jpg,"(430, 645, 3)"
5143,00848408065d4c781d8b246ba220c3e481d157a9,sample_data_2,interior,livingroom,00848408065d4c781d8b246ba220c3e481d157a9.jpg,image_data/sample_data_2/livingroom/00848408065d4c781d8b246ba220c3e481d157a9.jpg,"(430, 645, 3)"
5194,02651bc091644ade28bf797241506e5fd3004449,sample_data_2,interior,livingroom,02651bc091644ade28bf797241506e5fd3004449.jpg,image_data/sample_data_2/livingroom/02651bc091644ade28bf797241506e5fd3004449.jpg,"(430, 645, 3)"
5183,01fc81949f050002c8d86fdfb32a71f7d27ecf49,sample_data_2,interior,livingroom,01fc81949f050002c8d86fdfb32a71f7d27ecf49.jpg,image_data/sample_data_2/livingroom/01fc81949f050002c8d86fdfb32a71f7d27ecf49.jpg,"(430, 645, 3)"
4338,3ef0e61249101708ac84670a5211717543ab3592,sample_data,interior,livingroom,3ef0e61249101708ac84670a5211717543ab3592.jpg,image_data/sample_data/livingroom/3ef0e61249101708ac84670a5211717543ab3592.jpg,"(430, 645, 3)"
5148,00a6fd1b0a22f90f7d4b81700910819e8ddb4709,sample_data_2,interior,livingroom,00a6fd1b0a22f90f7d4b81700910819e8ddb4709.jpg,image_data/sample_data_2/livingroom/00a6fd1b0a22f90f7d4b81700910819e8ddb4709.jpg,"(430, 620, 3)"
5155,00e8151eaf8c9f453019a5ee8555c75ab781d209,sample_data_2,interior,livingroom,00e8151eaf8c9f453019a5ee8555c75ab781d209.jpg,image_data/sample_data_2/livingroom/00e8151eaf8c9f453019a5ee8555c75ab781d209.jpg,"(430, 645, 3)"
5129,0004f3c83558a0033af8c4cb6fc421d50f383ae9,sample_data_2,interior,livingroom,0004f3c83558a0033af8c4cb6fc421d50f383ae9.jpg,image_data/sample_data_2/livingroom/0004f3c83558a0033af8c4cb6fc421d50f383ae9.jpg,"(430, 645, 3)"
5172,0195c39384253ff9b643c47981ea471288fbe869,sample_data_2,interior,livingroom,0195c39384253ff9b643c47981ea471288fbe869.jpg,image_data/sample_data_2/livingroom/0195c39384253ff9b643c47981ea471288fbe869.jpg,"(430, 645, 3)"
5132,0030695d055082f63f9cfd194c8554f150a269f9,sample_data_2,interior,livingroom,0030695d055082f63f9cfd194c8554f150a269f9.jpg,image_data/sample_data_2/livingroom/0030695d055082f63f9cfd194c8554f150a269f9.jpg,"(430, 645, 3)"
5149,00a78eef5424eea447f47e3ada3ad4de885dbad9,sample_data_2,interior,livingroom,00a78eef5424eea447f47e3ada3ad4de885dbad9.jpg,image_data/sample_data_2/livingroom/00a78eef5424eea447f47e3ada3ad4de885dbad9.jpg,"(430, 645, 3)"
5167,015e274e45701247e00e2513a2096a71f08cdf59,sample_data_2,interior,livingroom,015e274e45701247e00e2513a2096a71f08cdf59.jpg,image_data/sample_data_2/livingroom/015e274e45701247e00e2513a2096a71f08cdf59.jpg,"(430, 600, 3)"
5216,0310df25c60c47a03e9a3de020d754bdbb075ee9,sample_data_2,interior,livingroom,0310df25c60c47a03e9a3de020d754bdbb075ee9.jpg,image_data/sample_data_2/livingroom/0310df25c60c47a03e9a3de020d754bdbb075ee9.jpg,"(430, 645, 3)"
5238,03a6d409d508339941d53fbaae6dba951cbac8d9,sample_data_2,interior,livingroom,03a6d409d508339941d53fbaae6dba951cbac8d9.jpg,image_data/sample_data_2/livingroom/03a6d409d508339941d53fbaae6dba951cbac8d9.jpg,"(430, 645, 3)"
5145,0099cb24ae0306237fa28d4b7df6d7eb47937939,sample_data_2,interior,livingroom,0099cb24ae0306237fa28d4b7df6d7eb47937939.jpg,image_data/sample_data_2/livingroom/0099cb24ae0306237fa28d4b7df6d7eb47937939.jpg,"(430, 645, 3)"
5130,0009fea30cd007e5b7a0fc8e7b7694aad0bf94f9,sample_data_2,interior,livingroom,0009fea30cd007e5b7a0fc8e7b7694aad0bf94f9.jpg,image_data/sample_data_2/livingroom/0009fea30cd007e5b7a0fc8e7b7694aad0bf94f9.jpg,"(430, 645, 3)"
5152,00be1fedfbe278a41ea6c73f0cff5a4f72ef4d79,sample_data_2,interior,livingroom,00be1fedfbe278a41ea6c73f0cff5a4f72ef4d79.jpg,image_data/sample_data_2/livingroom/00be1fedfbe278a41ea6c73f0cff5a4f72ef4d79.jpg,"(430, 645, 3)"
4347,d7e6d9ce95fcfa5ef521adcaef9df66fe53d7c3a,sample_data,interior,livingroom,d7e6d9ce95fcfa5ef521adcaef9df66fe53d7c3a.jpg,image_data/sample_data/livingroom/d7e6d9ce95fcfa5ef521adcaef9df66fe53d7c3a.jpg,"(430, 644, 3)"
5179,01da1f486cc465498f5e8373d1de70db2ebfc119,sample_data_2,interior,livingroom,01da1f486cc465498f5e8373d1de70db2ebfc119.jpg,image_data/sample_data_2/livingroom/01da1f486cc465498f5e8373d1de70db2ebfc119.jpg,"(430, 645, 3)"
5159,010e01ad5ce58e92c85058b09867c03f7fa29d39,sample_data_2,interior,livingroom,010e01ad5ce58e92c85058b09867c03f7fa29d39.jpg,image_data/sample_data_2/livingroom/010e01ad5ce58e92c85058b09867c03f7fa29d39.jpg,"(413, 620, 3)"
5229,036ded60be66833f95e500f37c0b227ad0cfda59,sample_data_2,interior,livingroom,036ded60be66833f95e500f37c0b227ad0cfda59.jpg,image_data/sample_data_2/livingroom/036ded60be66833f95e500f37c0b227ad0cfda59.jpg,"(430, 645, 3)"
