,id,dataset,int_ext,room,jpg_filename,image_path,orig_tensor_dim
5014,00381676d7076ee2bc09575a27f95c71cdc5d989,sample_data_2,interior,kitchen,00381676d7076ee2bc09575a27f95c71cdc5d989.jpg,image_data/sample_data_2/kitchen/00381676d7076ee2bc09575a27f95c71cdc5d989.jpg,"(430, 645, 3)"
5054,01c568e157955d674cd334b3ac7aa536a2496549,sample_data_2,interior,kitchen,01c568e157955d674cd334b3ac7aa536a2496549.jpg,image_data/sample_data_2/kitchen/01c568e157955d674cd334b3ac7aa536a2496549.jpg,"(430, 644, 3)"
5082,0302909becddab2694e863e9fddee49ccd05d639,sample_data_2,interior,kitchen,0302909becddab2694e863e9fddee49ccd05d639.jpg,image_data/sample_data_2/kitchen/0302909becddab2694e863e9fddee49ccd05d639.jpg,"(430, 645, 3)"
5119,0444c4ba99a0da3f01dfe45e2627295718d751b9,sample_data_2,interior,kitchen,0444c4ba99a0da3f01dfe45e2627295718d751b9.jpg,image_data/sample_data_2/kitchen/0444c4ba99a0da3f01dfe45e2627295718d751b9.jpg,"(430, 645, 3)"
5079,02ebdcfaa089c40d0f7bc6703234c84fdfc3bf69,sample_data_2,interior,kitchen,02ebdcfaa089c40d0f7bc6703234c84fdfc3bf69.jpg,image_data/sample_data_2/kitchen/02ebdcfaa089c40d0f7bc6703234c84fdfc3bf69.jpg,"(430, 645, 3)"
5128,04772342128232bd5f7a1d29ab49a0636352c1b9,sample_data_2,interior,kitchen,04772342128232bd5f7a1d29ab49a0636352c1b9.jpg,image_data/sample_data_2/kitchen/04772342128232bd5f7a1d29ab49a0636352c1b9.jpg,"(430, 645, 3)"
5113,0427f2262634e57b67db982c0b9e1d3eb8e1db89,sample_data_2,interior,kitchen,0427f2262634e57b67db982c0b9e1d3eb8e1db89.jpg,image_data/sample_data_2/kitchen/0427f2262634e57b67db982c0b9e1d3eb8e1db89.jpg,"(430, 645, 3)"
5049,01a415b8dc4c909e09877190582836bf38a6aee9,sample_data_2,interior,kitchen,01a415b8dc4c909e09877190582836bf38a6aee9.jpg,image_data/sample_data_2/kitchen/01a415b8dc4c909e09877190582836bf38a6aee9.jpg,"(430, 645, 3)"
5083,03116bc484da8221df9d15556b866520c6c3b229,sample_data_2,interior,kitchen,03116bc484da8221df9d15556b866520c6c3b229.jpg,image_data/sample_data_2/kitchen/03116bc484da8221df9d15556b866520c6c3b229.jpg,"(430, 645, 3)"
5076,02ce79fc1100145423e24602a64431d6073cdba9,sample_data_2,interior,kitchen,02ce79fc1100145423e24602a64431d6073cdba9.jpg,image_data/sample_data_2/kitchen/02ce79fc1100145423e24602a64431d6073cdba9.jpg,"(430, 644, 3)"
