,id,dataset,int_ext,room,jpg_filename,image_path,orig_tensor_dim
4954,0200b3361ed31f5b1313a03a068e9626aaf4b7f9,sample_data_2,exterior,garden,0200b3361ed31f5b1313a03a068e9626aaf4b7f9.jpg,image_data/sample_data_2/garden/0200b3361ed31f5b1313a03a068e9626aaf4b7f9.jpg,"(429, 645, 3)"
4930,004b5d22e446f6e84dec4500ecaa3445f6ab3e49,sample_data_2,exterior,garden,004b5d22e446f6e84dec4500ecaa3445f6ab3e49.jpg,image_data/sample_data_2/garden/004b5d22e446f6e84dec4500ecaa3445f6ab3e49.jpg,"(430, 645, 3)"
4933,006f98487f7af76775ac4067d90ede22ed151da9,sample_data_2,exterior,garden,006f98487f7af76775ac4067d90ede22ed151da9.jpg,image_data/sample_data_2/garden/006f98487f7af76775ac4067d90ede22ed151da9.jpg,"(430, 645, 3)"
4937,014631d6ec34bd29e34c46527932014eb9fe66e9,sample_data_2,exterior,garden,014631d6ec34bd29e34c46527932014eb9fe66e9.jpg,image_data/sample_data_2/garden/014631d6ec34bd29e34c46527932014eb9fe66e9.jpg,"(430, 645, 3)"
4981,035928d5821f195fe43e65cc62358bfc457e59b9 (1),sample_data_2,exterior,garden,035928d5821f195fe43e65cc62358bfc457e59b9 (1).jpg,image_data/sample_data_2/garden/035928d5821f195fe43e65cc62358bfc457e59b9 (1).jpg,"(430, 645, 3)"
4317,79a4787ab4f43cb9ef8a61fd6f6fb4afefdf5988,sample_data,exterior,garden,79a4787ab4f43cb9ef8a61fd6f6fb4afefdf5988.jpg,image_data/sample_data/garden/79a4787ab4f43cb9ef8a61fd6f6fb4afefdf5988.jpg,"(430, 645, 3)"
4940,014acec2ddc7cb5b9f36f2b8dfa8959a947ce1e9,sample_data_2,exterior,garden,014acec2ddc7cb5b9f36f2b8dfa8959a947ce1e9.jpg,image_data/sample_data_2/garden/014acec2ddc7cb5b9f36f2b8dfa8959a947ce1e9.jpg,"(430, 645, 3)"
4951,01fb76fdf815336febd674718cae122f7752ec69 (1),sample_data_2,exterior,garden,01fb76fdf815336febd674718cae122f7752ec69 (1).jpg,image_data/sample_data_2/garden/01fb76fdf815336febd674718cae122f7752ec69 (1).jpg,"(430, 645, 3)"
4975,030cfa1d33f933f3d8d03ceeecfdc4317acb2199,sample_data_2,exterior,garden,030cfa1d33f933f3d8d03ceeecfdc4317acb2199.jpg,image_data/sample_data_2/garden/030cfa1d33f933f3d8d03ceeecfdc4317acb2199.jpg,"(430, 573, 3)"
4988,0392e999dc9352ae8f893e79b1ddd0edfc1c9819,sample_data_2,exterior,garden,0392e999dc9352ae8f893e79b1ddd0edfc1c9819.jpg,image_data/sample_data_2/garden/0392e999dc9352ae8f893e79b1ddd0edfc1c9819.jpg,"(430, 644, 3)"
4926,002e7f1f3d6860cf7c73eda348295eae397680c9 (1),sample_data_2,exterior,garden,002e7f1f3d6860cf7c73eda348295eae397680c9 (1).jpg,image_data/sample_data_2/garden/002e7f1f3d6860cf7c73eda348295eae397680c9 (1).jpg,"(430, 645, 3)"
4938,0146d32f09fd6846909e36f967c9722474983199,sample_data_2,exterior,garden,0146d32f09fd6846909e36f967c9722474983199.jpg,image_data/sample_data_2/garden/0146d32f09fd6846909e36f967c9722474983199.jpg,"(430, 645, 3)"
4990,03a30494bd3661c9514da0b168db5a79c811ab79,sample_data_2,exterior,garden,03a30494bd3661c9514da0b168db5a79c811ab79.jpg,image_data/sample_data_2/garden/03a30494bd3661c9514da0b168db5a79c811ab79.jpg,"(430, 645, 3)"
4997,03e8615843c40d76c449c1ee84fca084e2916b09,sample_data_2,exterior,garden,03e8615843c40d76c449c1ee84fca084e2916b09.jpg,image_data/sample_data_2/garden/03e8615843c40d76c449c1ee84fca084e2916b09.jpg,"(430, 644, 3)"
4316,5ecb9c72a7012158d3c90155b57136225069993c,sample_data,exterior,garden,5ecb9c72a7012158d3c90155b57136225069993c.jpg,image_data/sample_data/garden/5ecb9c72a7012158d3c90155b57136225069993c.jpg,"(430, 645, 3)"
4976,031ae9e4ccd9118a1491a2d97b5c5d9093049c79,sample_data_2,exterior,garden,031ae9e4ccd9118a1491a2d97b5c5d9093049c79.jpg,image_data/sample_data_2/garden/031ae9e4ccd9118a1491a2d97b5c5d9093049c79.jpg,"(430, 645, 3)"
5008,045c731f6b2dad1db0cd300197ec7345912f6fd9,sample_data_2,exterior,garden,045c731f6b2dad1db0cd300197ec7345912f6fd9.jpg,image_data/sample_data_2/garden/045c731f6b2dad1db0cd300197ec7345912f6fd9.jpg,"(430, 645, 3)"
4964,029ca6ce1c091eff3e178d2297ddc3f55b094d69,sample_data_2,exterior,garden,029ca6ce1c091eff3e178d2297ddc3f55b094d69.jpg,image_data/sample_data_2/garden/029ca6ce1c091eff3e178d2297ddc3f55b094d69.jpg,"(430, 645, 3)"
4946,018cdcdeab0e38bc0e6323ff9db62ac943cce809,sample_data_2,exterior,garden,018cdcdeab0e38bc0e6323ff9db62ac943cce809.jpg,image_data/sample_data_2/garden/018cdcdeab0e38bc0e6323ff9db62ac943cce809.jpg,"(430, 645, 3)"
4973,02f373b4234b40b1c7eae76947ad2858fb1e61a9 (1),sample_data_2,exterior,garden,02f373b4234b40b1c7eae76947ad2858fb1e61a9 (1).jpg,image_data/sample_data_2/garden/02f373b4234b40b1c7eae76947ad2858fb1e61a9 (1).jpg,"(430, 645, 3)"
4987,0382d80515d62163b134d2c5989321795892d479,sample_data_2,exterior,garden,0382d80515d62163b134d2c5989321795892d479.jpg,image_data/sample_data_2/garden/0382d80515d62163b134d2c5989321795892d479.jpg,"(430, 645, 3)"
